judul,link,konten,halaman_sumber_pencarian
"Laksanakan Arahan Jokowi, Airlangga Salurkan Bansos dan BLT di Kalbar",https://news.detik.com/berita/d-7147948/laksanakan-arahan-jokowi-airlangga-salurkan-bansos-dan-blt-di-kalbar,"Menteri Koordinator (Menko) Bidang PerekonomianAirlangga HartartomengunjungiKalimantan Barat. Kunjungan ini dilakukan dalam rangka penyaluranbantuanpangan cadangan beras pemerintah (CBP) kepada penerima bantuan pangan (PBP).
""Pagi ini saya menyaksikan penyaluran beras 10 kg yang menjadi bantuan pangan pemerintah yang diberikan atas arahan Bapak Presiden Joko Widodo dalam sidang kabinet paripurna kemarin,"" ucapnya ditemui di gudang Bulog, Kubu Raya, Kalimantan Barat, Kamis (18/1/2024).
""Di mana kita diminta melanjutkan program bantuan pangan 10 kg beras untuk 22 juta masyarakat dan ini seluruh Indonesia sampai bulan Juni nanti,"" tambah Airlangga.
Bukan hanya itu, ia juga mengatakan akan ada bantuan tambahan dari pemerintah, yakniBantuan Langsung Tunai(BLT) El Nino sebesar Rp 200 ribu.
""Kita mau tambah yang namanya Bantuan Langsung Tunai El Nino, besarnya Rp 200 ribu per bulan,"" ujarnya.
Pada acara temu wicara bersama Menteri Koordinator Perekonomian RI ini, Airlangga juga mendapat keluhan dari warga yang mengaku tak mendapat bantuan sosial (bansos). Hal ini terungkap saat dirinya bertanya kepada salah satu warga apakah mendapat bansos pada bulan sebelumnya atau tidak.
""Nggak,"" ucap Saodah, warga setempat yang sehari-hari bekerja sebagai petani padi, saat ditanya Airlangga apakah dirinya mendapat bantuan pada bulan lalu atau belum.
Bukan hanya Saodah, tiga warga lainnya yang diberi pertanyaan serupa oleh Airlangga kompak menyebut belum pernah mendapat bantuan sosial dari pemerintah sama sekali.
Mendengar jawaban tersebut, Airlangga lalu mempertanyakan hal tersebut dan bertanya langsung kepada Gubernur Kalimantan Barat yang hadir di lokasi.
""Iya, jadi penerimaan ini kan berulang ya, Pak, ya. Jadi kita selalu bagikan kepada masyarakat yang memang masuk ke dalam daftar BPKS ya. Nah, itu laporan kami, Pak,"" ucap Penjabat Gubernur Kalimantan Barat Harisson.
Airlangga lalu berjanji akan meneruskan laporan tersebut dengan mengecek data bansos.
""Jadi nanti kita cek laporannya. Ibu kalau hari ini diundang, berarti masuk ke dalam daftar. Kalau masuk ke dalam daftar, tahun kemarin harusnya kita sudah bagikan,"" tegasnya.
Tak sendiri, dalam kegiatan temu wicara Menko Perekonomian dengan penerima bantuan pangan ini, Airlangga ditemani Menteri Pemuda dan Olahraga (Menpora) Dito Ariotedjo, Wakil Ketua DPR RI Lodewijk F Paulus, hingga Tantowi Yahya.
Airlangga juga sempat berjoget bersama para warga dengan iringan suara Tantowi Yahya menyanyikan lagu Sakit Gigi karya Meggy Z.
Simak Video 'Mau Pindah TPS Pemilu 2024? Simak di Sini Caranya!':
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=7
Airlangga Salurkan Bantuan Pangan Beras-BLT Rp 400 Ribu ke Warga Lombok,https://news.detik.com/berita/d-7141237/airlangga-salurkan-bantuan-pangan-beras-blt-rp-400-ribu-ke-warga-lombok,"Menteri Koordinator Bidang PerekonomianAirlangga Hartartomenyalurkan bantuan pangan beras ke warga Lombok, Nusa Tenggara Barat (NTB). Airlangga mengatakan pihaknya juga diberi arahan Presiden Joko Widodo (Jokowi) untuk memberikan bantuan langsung tunai (BLT) Rp 400 ribu untuk 2 bulan.
Hal itu diutarakan Airlangga saat temu wicara Airlangga bersama keluarga penerimaan bantuan pangan CBP di Desa Kuta, Lombok Tengah, NTB, Minggu (14/1/2024). Airlangga mengatakan, per hari ini, pemerintah kembali memberikan bantuan pangan beras tahap kedua.
""Kemarin diberikan sejak bulan September bantuan ini diberikan kepada 2 juta masyarakat setiap bulan sebesar 10 kg. Ibu Bapak, sudah terima belum dari September, Oktober, November Desember? Terima nggak? Yang tidak Terima angkat tangan, nanti kita bisa cek,"" kata Airlangga ke warga.
Airlangga membagikan 10 kg beras dan akan diberikan untuk 6 bulan kedepan. Airlangga pun bertanya langsung kepada warga apakah program tersebut perlu dilanjut atau tidak.
""Hari ini kita akan kembali membagikan 10 kg beras dan akan diberikan untuk 6 bulan ke depan. Bapak Ibu setuju nggak ini dilanjutkan?"" tanya Airlangga.
""Setuju,"" jawab warga.
Airlangga mengatakan dalam rapat bersama Presiden Jokowi, pihaknya dikerahkan untuk memberi BLT sebesar Rp 400 ribu untuk 2 bulan.
""Kemarin dalam rapat Bapak Presiden mengarahkan juga bahwa bantuan langsung tunai Bapak Ibu terima nggak besarnya Rp 400 ribu untuk 2 bulan? Lewat pos atau jasa? BLT tunai terima dari pos? Yang tidak terima ngacung,"" jelasnya.
""Nah nggak ada yang ngacung susah juga. Itu yang Terima bantuan beras 22 juta. Yang Terima BLT 18 juta. Ada beda 4 juta tergantung kemampuan ekonomi masing-masing,"" tambahnya.
Airlangga pun menjelaskan program tersebut akan dilanjutkan sampai Juni. BLT 200 ribu untuk El Nino juga akan diberikan pemerintah meski sempat terlambat musim tanam karena kekeringan panjang kemarin.
""Jadi diperkirakan panen beras yang biasanya April mundur Mei sampai Juni. Oleh karena itu, Bapak Presiden dalam sidang kabinet kemarin meminta agar BLT El Nino untuk dilanjutkan sampai bulan Juni. Terima kasih nggak bu sama bapak presiden? Terima kasih? Jadi tolong ibu bicara terimakasih Pak Jokowi. Tolong direkam. Bisa?,"" ucap Airlangga.
""Terima kasih Pak Jokowi,"" seru warga.",https://www.detik.com/search/searchall?query=blt&page=7
"Bantuan BLT El Nino: Jadwal, Link, dan Cara Cek Penerimanya",https://www.detik.com/sulsel/berita/d-7103983/bantuan-blt-el-nino-jadwal-link-dan-cara-cek-penerimanya,"Pemerintah kembali menyalurkan Bantuan Langsung Tunai (BLT) terkait dampak krisis iklim El Nino yang terjadi belakangan ini. Berikut jadwal dan cara cek penerima BLT El Nino selengkapnya.
Untuk diketahui, BLT El Nino merupakan upaya pemerintah membantu daya beli masyarakat di tengah kenaikan harga akibat krisis iklim. Hal ini dilakukan guna menjaga stabilitas sekaligus melindungi masyarakat yang terdampak fenomena EL Nino.
BLT ini sudah mulai dicairkan kepada masyarakat yang membutuhkan sejak Desember 2023. Proses penyaluran bantuan dilakukan melalui transfer langsung ke rekening masing-masing penerima.
Untuk mengetahui apakah detikers termasuk salah satu keluarga penerima manfaat, berikut informasi penerima manfaat dan cara mengecek BLT El Nino.
Dilansir dari laman resmi Portal Informasi Indonesia, pemberian BLT yang diberikan kepada keluarga penerima manfaat (PM) sebesar Rp 200.000 per bulan. Bantuan ini diberikan selama dua bulan pada periode November dan Desember 2023.
Melalui akun media sosial Kementerian Sosial RI, penyaluran BLT El Nino telah cair sejak 15 Desember 2023 lalu.
Mekanisme penyaluran BLT El Nino ini dilakukan melalui Bank Himbara dan PT. Pos Indonesia. Penerima bisa langsung menarik dana bantuan melalui ATM atau mengambil lewat Kantor Pos yang sudah ditentukan.
Penerima BLT El Nino merupakan individu yang terdaftar dalam Data Terpadu Kesejahteraan Sosial (DTKS) dan tercatat sebagai KPM Bantuan Program Sembako/BPNT dan KPM PKH yang menerima Program Sembako/BPNT.
Khusus penerima BLT, pemerintah menetapkan penerima BLT ialah 18,8 juta keluarga penerima manfaat (KPM), yakni penerima sembako.
Sementara penerima bantuan beras ialah 21,3 juta KPM, yang terdiri dari penerima Program Keluarga Harapan (PKH) dan/atau penerima bantuan sembako.
Artinya, para penerima bantuan sembako memperoleh kedua bantuan, baik BLT maupun bantuan beras. Program BLT akan diberikan kepada masyarakat melalui Kementerian Sosial, sedangkan program bantuan beras akan diberikan oleh Badan Pangan Nasional.
Untuk mengetahui daftar penerima manfaat BLT El Nino, terdapat dua cara untuk mengeceknya. Pertama, melalui laman resmi Kementerian Sosial dan Aplikasi Cek Bansos.
Laman resmi Kementerian Sosial dapat diakses melalui cekbansos.kemensos.go.id. Sementara untuk Aplikasi Cek Bansos bisa diunduh di Play Store.
Berikut cara cek BLT El Nino melalui website dan aplikasi.
1. Cek BLT El Nino di Situs Kemensos
2. Cek BLT El Nino di Aplikasi Cek Bansos
Nah, itulah informasi penerima manfaat dan cara mengecek bantuan BLT El Nino. Semoga informasi ini bermafaat, ya!",https://www.detik.com/search/searchall?query=blt&page=7
"Subsidi LPG 3 Kg Mau Diganti Jadi BLT, Penerima Bisa Dapat Rp 120 Ribu",https://finance.detik.com/energi/d-7441108/subsidi-lpg-3-kg-mau-diganti-jadi-blt-penerima-bisa-dapat-rp-120-ribu,"Wakil Ketua Komisi VII DPR RI Eddy Soeparno mengatakan pemerintah berencana untuk merubah skema pemberian subsidi Liquefied Petroleum Gas (LPG) pada produk tabung 3 kg atau gas melon menjadi bantuan langsung tunai (BLT). Ia menyebut rencana ini masih dalam tahap pembahasan oleh Kementerian ESDM bersama DPR.
""Kementerian ESDM telah mereka bahas dengan kami (DPR) mengenai ini (rencana perubahan skema subsidi LPG 3 kg). Karena kami mengeluhkan, saya secara pribadi mengeluhkan bahwa sasaran pemberian subsidi untuk LPG 3 kg itu tidak tepat, karena 80% penggunanya itu masyarakat mampu,"" kata Eddy kepadadetikcom, Selasa (16/7/2024).
Meski begitu, menurutnya perubahan skema subsidi gas melon ini diperkirakan baru akan diuji coba pada akhir 2025 mendatang. Sehingga jika benar nanti skema pemberian subsidi diganti, langkan ini baru bisa berjalan pada 2026 mendatang.
Sebab nantinya pemberian subsidi LPG 3 kg ini akan mengacu pada Data Terpadu Kesejahteraan Sosial (DTKS) untuk memastikan betul siapa penerima yang berhak dan yang tidak. Padahal, saat ini menurut Eddy masih ada yang perlu dibenahi dari DTKS saat ini agar pemberian bantuan lebih tepat sasaran.
""Sekarang kan (pemberian bansos) acuannya adalah DTKS. Makanya kenapa proses ini memakan waktu, karena harus mempersiapkan infrastruktur untuk peng-transferannya. Karena setiap penerima itu harus memiliki rekening bank. Diperhitungkan kurang dari 5% itu tidak memiliki rekening bank karena ada di pelosok sekali, itu bagaimana dengan pemberiannya,"" ucapnya.
""Terus kemudian yang jangan lupa, kita juga harus melihat bahwa DTKS ini kan belum sempurna juga. Bahkan ketika masyarakat itu sudah mendaftarkan, mencatatkan nama yang sesungguhnya berhak mendapatkan bansos, banyak yang nggak dapat juga. Jadi mungkin ada permasalahan di DTKS yang perlu disempurnakan oleh karena itu butuh waktu,"" terang Eddy lagi.
Dengan asumsi subsidi LPG 3 kg yang diberikan pemerintah saat ini sebesar Rp 33 ribu per tabung, dan setiap keluarga menggunakan sekitar tiga tabung per bulan, maka jatah subsidi tunai yang langsung dikirimkan ke penerima manfaat yaitu sekitar Rp 100 ribu per bulannya.
""Misalnya satu keluarga menggunakan LPG 3 kg tiga tabung per bulannya. Di dalam satu tabung itu kan subsidi pemerintah Rp 33 ribu, nah jadi mereka akan menerima setiap bulannya ke rekening itu Rp 33 ribu kali tiga, yaitu Rp 99 ribu. Nah itulah yang diterima,"" kata Eddy.
Namun ia sendiri masih belum bisa memastikan nominal akhir besaran bantuan tunai subsidi gas 3 kg yang akan diberikan nanti. Sebab perihal ini juga masih dibahas oleh Kementerian ESDM bersama DPR.
""Tergantung perhitungan akhir ya, ada yang mengatakan (kebutuhan masyarakat) tiga tabung ada yang mengatakan empat tabung (per bulan). Jadi saya kira (subsidi yang diberikan nanti) antara Rp 100-120 ribu. Kurang lebih di situ kisarannya ya,"" jelas Eddy.
Kemudian Eddy mengatakan nantinya pemerintah akan memberikan uang subsidi lebih kepada kelompok masyarakat tertentu. Misalkan saja mereka yang membuka usaha mikro, kecil, dan menengah (UMKM) ataupun pihak-pihak yang melakukan kegiatan sosial seperti yayasan yang menampung anak yatim piatu.
Sebab biar bagaimanapun, ia tidak bisa memungkiri kalau kelompok-kelompok ini pasti membutuhkan penggunaan gas melon atau tabung LPG 3 kg lebih banyak dari masyarakat umumnya. Oleh karena itu mereka dinilai berhak mendapat tambahan BLT ini.
""Itu juga nanti akan ada pengecualian untuk UMKM. UMKM nanti juga harus didaftarkan untuk menerima secara langsung. Jadi mereka-mereka yang masuk dalam kategori usaha UMKM, termasuk di antaranya yang melaksanakan kegiatan sosial misalnya yatim piatu, puskesmas gitu ya, itu mereka tetap berhak mendapat itu. Asal mereka mendaftarkan diri dan nanti akan ditransfer ke rekening mereka,"" ujar Eddy.
Sebagai informasi, rencana mengubah skema penyaluran subsidi LPG 3 kg dari barang menjadi tunai sebenarnya sudah cukup lama diusulkan pemerintah terutama dari Kementerian ESDM. Langkah ini ingin dilakukan seiring dengan upaya transformasi penyaluran bantuan dengan sistem yang lebih tepat sasaran.
""Kita, pemerintah, berkomitmen untuk mengarah, melanjutkan ke subsidi tepat sasaran yaitu transformasi dari komoditas ke orang. Arahnya ke sana,"" kata Direktur Jenderal Minyak dan Gas Bumi (Dirjen Migas) Kementerian ESDM Tutuka Ariadji pada pertengahan Januari 2024 kemarin.
Namun demikian, sistem tersebut masih digodok pemerintah. Tutuka mengatakan, sistem ini kemungkinan dicoba setelah skema pembelian LPG 3 kg dengan KTP berjalan penuh. Langkah ini diharapkan dapat membuat subsidi LPG 3 kg lebih tepat sasaran dan menurunkan konsumsi.
""Nantinya kalau ini sudah selesai, sudah establish, apa yang ditanyakan tadi mengenai subsidi langsung ke orang berupa tunai itu bisa dijalankan. Jadi subsidinya langsung, kan sudah ada NIK, 'oh ini berhak', berarti nanti bisa langsung dapat subsidi. Nah sekarang, dalam rangka proses menuju by man by address. Kita sudah siapkan perangkat regulasinya apa yang perlu dilakukan,"" jelasnya.
Simak juga Video 'Dugaan Pengoplosan di Balik Kebakaran Gudang LPG di Bali':
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=8
"BLT 3 Bulan Mulai Dibagikan Awal Februari, Cak Imin Ingatkan Presiden",https://news.detik.com/pemilu/d-7167854/blt-3-bulan-mulai-dibagikan-awal-februari-cak-imin-ingatkan-presiden,"Cawapres nomor urut 1 Muhaimin Iskandar atauCak Iminmenyoroti langkah pemerintah yang memberikan bantuan langsung tunai (BLT) secara langsung untuk 3 bulan. Cak Imin menegaskanBLTyang diberikan merupakan uang APBN bukan dari individu.
""Bansos itu kan uang rakyat ya, jadi tolong semua rakyat paham bahwa yang dibagikan oleh presiden maupun pemerintah itu uang APBN yang diketok oleh DPR. Tidak boleh ada satu pun yang mengklaim itu bantuan presiden, bantuan menteri, apalagi bantuan paslon,"" ucap Cak Imin usai kampanye terbuka di Lapangan Pendawa, Slawi, Kabupaten Tegal, Selasa (30/1/2024).
Cak Imin menjelaskan BLT merupakan hasil kerja sama DPR dan pemerintah. Dia meminta agar tidak ada pihak yang memanfaatkan momentum pemberian BLT saat pemilu berlangsung.
""Kita bersama-sama, DPR dan pemerintah melakukan kalkulasi bansos. Nah tolong yang memanfaatkan dengan sewenang-wenang kita awasi supaya tidak salah sasaran, bahkan kalau hanya diberikan kepada kroninya saja,"" jelas Cak Imin.
Terkait pemberian BLT yang dicairkan bulan Februari dan dilakukan sekaligus untuk 3 bulan, Cak Imin meminta agar pemerintah tetap adil. Dia mengingatkan presiden untuk menyalurkan BLT secara benar.
""Ya memang eksekusi ada di tangan pemerintah dan presiden. Kita harap presiden fair, presiden benar-benar menggunakan bansos sebagai negarawan, bukan sebagai politisi, kualat Pak,"" imbunya.
DilansirdetikFinance, pemerintahan Presiden Jokowi akan memberikan BLT sebesar Rp 200 ribu/bulan. Program ini berlaku untuk periode Januari-Februari-Maret 2024 dan akan dievaluasi setiap 3 bulan.
Menteri Keuangan Sri Mulyani Indrawati mengatakan anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta keluarga penerima manfaat (KPM). Pencairan akan dilakukan sekaligus pada Februari 2024 sebesar Rp 600 ribu.
""Kalau untuk 3 bulan itu Rp 11,25 (triliun) untuk 18,8 juta KPM, untuk periode Januari-Februari-Maret. (Cair Februari) 3 bulan sekaligus,"" kata Sri Mulyani di Kantor Kemenko Perekonomian, Jakarta Pusat, Senin (29/1).
Simak juga 'Jokowi Pantau Harga Sembako Sambil Bagi-bagi Bansos di Magelang':
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=8
"Di Purbalingga, Ganjar Bicara Solusi BLT Belum Tepat Sasaran: KTP Sakti",https://news.detik.com/pemilu/d-7142318/di-purbalingga-ganjar-bicara-solusi-blt-belum-tepat-sasaran-ktp-sakti,"Capres nomor urut 3,Ganjar Pranowo, menggelar kampanye bersama kelompok tani, pelaku UMKM, tokoh agama, tokoh masyarakat, dan generasi muda se-KabupatenPurbalingga. Ganjar menanyakan kepada peserta kampanye yang hadir menyangkut pembagian Bantuan Langsung Tunai (BLT).
Ganjar menanyakan apakah pemberian BLT sudah tepat sasaran. Ganjar pun mendapat jawaban penerima BLT dinilai belum tepat sasaran.
""Menurut panjenengan (Anda) pembagian BLT sudah tepat sasaran belum?"" tanya Ganjar kepada warga yang hadir di Hotel Owabong, Purbalingga, Jawa Tengah, Senin (15/1/2024).
""Belum,"" jawab warga.
Ganjar pun menerima keluhan warga yang menilai penyaluran BLT dianggap pilih kasih. Ganjar menyebut masalah dari penyaluran yang tidak tepat sasaran dapat diselesaikan dengan penyesuaian data.
""Pilih kasih? Ke siapa? Yang pilih kasih siapa? Tuh pilih kasih tidak tepat sasaran. Kenapa problemnya itu? Kalau kita tidak menyelesaikan di sisi ujungnya bapak ibu ya enggak bisa. Ujungnya apa? Data,"" ungkap Ganjar.
Ganjar menyampaikan persoalan ini akan bisa diatasi melalui program KTP sakti yang digagasnya. Dia mengklaim program KTP sakti ini juga dianggap mudah dicerna oleh seluruh masyarakat.
""Maka saya bilang sudahlah daripada kartunya banyak, jadikan satu aja, KTP saja. Eh saya tidak menduga, waktu tim kita berbicara saya ditanya 'Mas ganjar konsepnya apa agar tepat sasaran?', 'Satu saja, semua perencanaan kita basisnya adalah data. Semakin data baik maka perencanaan makin baik',"" tutur Ganjar.
""Di luar dugaan ternyata seluruh indonesia KTP sakti itu paling gampang dicerna oleh mereka karena mereka datanya akan masuk, itu surprise saja buat saya,"" pungkasnya.",https://www.detik.com/search/searchall?query=blt&page=8
Mensos Risma: BLT Diturunkan Saat Kondisi Tak Stabil,https://20.detik.com/detikflash/20220916-220916075/mensos-risma-blt-diturunkan-saat-kondisi-tak-stabil,Menteri SosialTri Rismaharinirespons sindiran Ketum Partai Demokrat Agus Harimurti Yudhoyono (AHY) soal program bantuan langsung tunai (BLT) yang kini diterapkan kembali. Risma menyebut pembagian BLT merupakan amanat konstitusi karena masyarakat miskin harus dipelihara negara,https://www.detik.com/search/searchall?query=blt&page=8
Inspektorat Mamuju Usut Kades Tanambuah Diduga Potong BLT Warga,https://www.detik.com/sulsel/berita/d-7300949/inspektorat-mamuju-usut-kades-tanambuah-diduga-potong-blt-warga,"InspektoratMamuju, Sulawesi Barat (Sulbar) tengah mendalami kasus Kepala Desa (Kades) Tanambuah bernama Muh Nasrullah yang dituding memotong bantuan langsung tunai (BLT) warganya. Tim Inspektorat telah melakukan pemeriksaan awal.
""Terkait dengan Desa Tanambuah kami di Inspektorat sudah melakukan pemeriksaan awal, menjelang bulan puasa,"" ujar Kepala Inspektorat Mamuju Muhammad Yani kepada wartawan, Jumat (19/4/2024).
Yani mengatakan pihaknya melakukan pemeriksaan setelah menerima aduan masyarakat pada Maret 2024 atau saat Ramadan. Dia pun menerjunkan tim untuk memeriksa pengelolaan anggaran desa sejak tahun 2023.
""Selain (pengelolaan dana desa) di tahun berjalan, yang kita periksa juga 2023,"" terangnya.
Yani mengaku menemukan sejumlah catatan terkait pengelolaan anggaran di Desa Tanambuah. Kendati begitu, dia belum merinci lebih jauh terkait temuan tersebut karena proses pemeriksaan masih berlangsung.
""Secara lengkap saya belum bisa infokan, tapi setidaknya dari tahun anggaran yang kami periksa itu semua ada temuannya,"" bebernya.
Yani menambahkan pihaknya kini telah melanjutkan proses pemeriksaan. Ia menegaskan jika temuan itu nantinya akan diserahkan ke aparat penegak hukum (APH).
""Saya perintahkan anggota untuk memeriksa kembali. Jika hal itu (temuannya) sangat krusial, tentu kita akan lanjutkan, limpahkan ke penegak hukum,"" imbuh Yani.
Sebelumnya diberitakan, Nasrullah didemo warganya karena dituding memotong BLT hingga menutup paksa sekolah pendidikan anak usia dini (PAUD). Unjuk rasa berakhir dengan warga menyegel kantor desa.
Aksi unjuk rasa berlangsung di depan Kantor Desa Tanambuah pada Kamis (18/4) pagi. Ratusan warga desa menyampaikan keluh kesahnya terkait kepemimpinan Nasrullah.
""Jumlah warga tadi sekitar 100-an yang menyampaikan aspirasi, kebetulan saya yang temui karena kepala desa tidak berada di tempat,"" ujar Camat Sampaga Muhammad Yusuf kepadadetikcom, Kamis (18/4).",https://www.detik.com/search/searchall?query=blt&page=8
Bansos BLT Mitigasi Risiko Pangan Kapan Cair? Ini Jadwal dan Cara Ceknya,https://www.detik.com/sulsel/berita/d-7386014/bansos-blt-mitigasi-risiko-pangan-kapan-cair-ini-jadwal-dan-cara-ceknya,"Pemerintah masih akan terus mengucurkan bantuan sosial kepada masyarakat. Salah satu yang ditunggu-tunggu banyak masyarakat adalah Bansos BLT Mitigasi Risiko Pangan (BLT MRP).
Lantas, kapankah bansos BLT Mitigasi Risiko Pangan ini cair?
BLT Mitigasi Risiko Pangan adalah salah satu bansos yang disalurkan kepada masyarakat di tahun 2024 ini. BLT MRP ini merupakan pengganti dari BLT El Nino yang berakhir pada Desember 2023 lalu.
Nah, bagi masyarakat yang menjadi penerima manfaat (PM), simak informasi lengkapnya berikut ini!
Dikutip dari laman resmi Portal Informasi Indonesia (Indonesia.go.id), BLT Mitigasi Risiko Pangan dijadwalkan selama 3 bulan pertama tahun ini. Yakni Januari hingga Maret tahun 2024.
Adapun besaran yang diterima penerima manfaat adalah Rp200.000 per bulan dan dibayarkan selama periode 3 bulan. Artinya masyarakat yang menjadi penerima manfaat akan mendapatkan total sebesar Rp 600.000 dana bansos.
Kendati demikian, hingga saat ini bansos BLT Mitigasi Risiko Pangan ini belum sepenuhnya tersalurkan. Menteri Koordinator Bidang Perekonomian, Airlangga Hartarto mengatakan bahwa pemerintah masih mempertimbangkan postur APBN 2024 terkait BLT Mitigasi Risiko Pangan ini.
Lebih lanjut, Airlangga menegaskan bahwa tidak ada kendala pada anggarannya. Dana sebesar RP 11,25 triliun telah dialokasikan Kementerian Keuangan.
""Enggak ada kendala, anggarannya ada,"" tutur Airlangga kepada pers di Kantor Kemenko Perekonomian, Jakarta, Minggu (5/5/2024).
Pantauan detikSulsel pada laman Indonesia.go.id, pemerintah juga telah merilis daftar bansos yang akan cair pada periode bulan Mei-Juni 2024, salah satunya bansos BLT Mitigasi Risiko Pangan.
Adapun untuk pencairannya, akan dilakukan melalui PT Pos Indonesia kepada 18,8 juta keluarga penerima manfaat (KPM).
Untuk itu bagi masyarakat yang ingin mengetahui pencairan bansos BLT MRP ini bisa melakukan pengecekan secara berkala melalui portal resmi DTKS Kemensos.
Berikut cara cek penerima bansos melalui portal tersebut:
Syarat penerima Bansos BLT Mitigasi Risiko Pangan ini adalah masyarakat miskin yang terdaftar sebagai penerima kartu sembako atau Bantuan Pangan Non-Tunai (BPNT) sesuai Data Terpada Kesejahteraan Sosial (DTKS) Kemensos RI.
Bagi masyarakat yang ingin mendapatkan bansos seperti BLT Mitigasi Risiko Pangan ini maka harus terdaftar dalam DTKS Kemensos. DTKS adalah portal yang berisi informasi penerima bantuan dan pemberdayaan sosial.
Adapun untuk mendaftar pada portal DTKS ini dapat dilakukan dengan 2 cara. Yakni online dan offline.
Nah, demikianlah informasi terkait jadwal pencairan bansos BLT Mitigasi Risiko Pangan. Semoga bermanfaat!",https://www.detik.com/search/searchall?query=blt&page=8
Terungkap Penyebab Anggaran Kemensos Turun hingga BLT El Nino 'Lenyap',https://finance.detik.com/berita-ekonomi-bisnis/d-7281497/terungkap-penyebab-anggaran-kemensos-turun-hingga-blt-el-nino-lenyap,"Menteri Sosial Tri Rismaharini mengungkap, anggaran Kementerian Sosial (Kemensos) turun pada 2024. Tahun ini anggaran Kemensos Rp 79,21 triliun, lebih rendah dari tahun sebelumnya Rp 87,27 triliun.
Hal itu disampaikan Risma dalam sidang sengketa Pilpres 2024. Risma mengatakan, hal itu terjadi karena BLT El Nino dikeluarkan.
""Anggaran kami turun dari Rp 87,275 triliun turun menjadi Rp 79,214 triliun. Hal ini karena belanja BLT El Nino keluar dari bantuan 2024,"" katanya dalam sidang sengketa Pilpres 2024 di Mahkamah Konstitusi (MK), Jakarta Pusat, Jumat (5/4/2024).
Lebih lanjut, anggaran Kemensos tahun ini Rp 79,21 triliun itu terdiri dari Rp 78,05 triliun untuk perlindungan sosial (perlinsos). Jumlah tersebut sekitar 98,54% dari anggaran. Kemudian, Rp 1,15 triliun untuk dukungan manajemen atau 1,46% dari anggaran.
Pada 2023, Kemensos mendapatkan anggaran Rp 87,27 triliun. Dari anggaran tersebut, sebanyak Rp 86,10 untuk perlindungan sosial, sementara Rp 1,75 triliun atau sebesar 1,35% untuk dukungan manajemen.
Turunnya anggaran Kemensos disorot Ketua Mahkamah Konstitusi (MK) Suhartoyo. Ia mempertanyakan dikeluarkannya anggaran BLT El Nino dari anggaran Kemensos ke Menteri Keuangan Sri Mulyani Indrawati. 'Hilangnya' anggaran BLT El Nino ini membuat anggaran Kemensos turun tahun ini menjadi Rp 79,21 triliun, dari tahun sebelumnya Rp 87,27 triliun.
""Untuk sektor El Nino dikeluarkan maksudnya apakah usulan 2023 untuk realisasi 2024 memang sudah tidak dianggarkan lagi untuk Kemensos, ataukah memang ada kebijakan di tingkat kemudian setelah pembahasan anggaran kemudian itu dikeluarkan?"" tanya Suhartoyo.
Merespons hal tersebut, Sri Mulyani menerangkan, pada 2023 bantuan El Nino disalurkan dalam bentuk beras dan BLT atau tunai. Bantuan beras disalurkan oleh Badan Pangan Nasional (Bapanas), sementara BLT disalurkan Kemensos.
Sri Mulyani mengatakan, bantuan El Nino merupakan anggaran tambahan yang telah disetujui oleh DPR. ""Itu tambahan, jadi kita memberikan tambahan di tengah anggaran 2023 namun sudah mendapatkan persetujuan juga dari DPR,"" katanya.
Dalam mekanisme anggaran bisa saja sumber anggaran ada di dalam cadangan bendahara umum negara. Cadangan tersebut digunakan saat dibutuhkan suatu tambahan. Hal itu seperti BLT El Nino.
""Dan mekanisme yang dilakukan kami mengambil dari bendahara umum negara kemudian disalurkan seperti BLT El Nino,"" katanya.
Lanjut Sri Mulyani, pada 2024 yang telah dianggarkan adalah bantuan pangan yang ada di Bapanas. Sementara, BLT El Nino belum dieksekusi hingga saat ini dan namanya menjadi mitigasi risiko pangan. Dia megatakan, jika dieksekusi maka anggaran di Kemensos akan bertambah.
""Akan ditambahkan anggarannya, namun tadi Bu Mensos mengatakan belum memulai. Sampai hari ini kami di Kemenkeu belum mendapatkan dokumen dari Kemensos untuk bisa mengeksekusi bantuan mitigasi pangan tersebut. Jadi belum ada pelaksanaannya,"" katanya.",https://www.detik.com/search/searchall?query=blt&page=8
Dapat dari Mana Nih? Kok Orang-orang Antre Dikasih Rp 600 Ribu,https://finance.detik.com/foto-bisnis/d-6457545/dapat-dari-mana-nih-kok-orang-orang-antre-dikasih-rp-600-ribu,"Ciawi- Warga penerima Bantuan Subsidi Upah (BSU) berdatangan ke Kantor Pos, Ciawi, Jabar, Senin (12/12). Mereka rela antre untuk mendapatkan BSU sebesar Rp 600 ribu.",https://www.detik.com/search/searchall?query=blt&page=8
